3528.8728	[0, 1, 0, 0, 1]	0	0	0	Z
3528.9616	[0, 0, 1, 0, 1]	0	0	0	Z
3529.0648	[0, 1, 0, 0, 1]	0	0	0	Z
3529.1562	[1, 0, 0, 1, 1]	0	0	0	Z
3529.2599	[0, 0, 1, 0, 1]	0	0	0	Z
3529.3648	[0, 1, 1, 0, 1]	0	0	0	Z
3529.4865	[0, 1, 0, 0, 1]	0	0	0	Z
3529.5725	[0, 0, 0, 0, 0]	0	0	0	Z
3529.6610	[0, 1, 0, 0, 1]	0	0	0	Z
3529.7791	[0, 1, 0, 1, 1]	0	0	0	Z
3529.8672	[0, 1, 0, 0, 1]	0	0	0	Z
3529.9762	[0, 0, 1, 0, 1]	0	0	0	Z
3530.0626	[1, 0, 0, 0, 1]	0	0	0	Z
3530.1832	[1, 0, 1, 0, 1]	0	0	0	Z
3530.2699	[0, 1, 0, 0, 0]	0	0	0	Z
3530.3770	[1, 0, 0, 1, 0]	0	0	0	Z
3530.4822	[0, 0, 0, 1, 1]	0	0	0	Z
3530.5690	[0, 1, 1, 0, 0]	0	0	0	Z
3530.6610	[0, 0, 0, 0, 1]	0	0	0	Z
3530.7728	[1, 0, 0, 1, 1]	0	0	0	Z
3530.8619	[0, 0, 0, 0, 1]	0	0	0	Z
3530.9624	[0, 0, 0, 1, 0]	0	0	0	Z
3531.0644	[1, 0, 0, 0, 0]	0	0	0	Z
3531.1696	[1, 0, 0, 0, 0]	0	0	0	Z
3531.2819	[0, 0, 0, 1, 1]	0	0	0	Z
3531.3570	[0, 1, 0, 0, 1]	0	0	0	Z
3531.4573	[0, 0, 0, 0, 0]	0	0	0	Z
3531.5665	[1, 0, 1, 0, 1]	0	0	0	Z
3531.6628	[1, 0, 0, 1, 1]	0	0	0	I
3531.7761	[0, 1, 0, 0, 1]	0	0	0	I
3531.8935	[1, 0, 0, 1, 0]	0	0	0	I
3531.9660	[1, 0, 0, 1, 0]	0	0	0	I
3532.0979	[1, 0, 1, 0, 0]	0	0	0	I
3532.1668	[0, 1, 0, 1, 0]	0	0	0	I
3532.2816	[0, 0, 0, 1, 0]	0	0	0	I
3532.3626	[0, 1, 1, 0, 0]	0	0	0	I
3532.4682	[0, 1, 0, 1, 1]	0	0	0	I
3532.5584	[1, 0, 0, 1, 1]	0	0	0	I
3532.6642	[0, 0, 0, 1, 0]	0	0	0	I
3532.7769	[0, 0, 1, 0, 1]	0	0	0	I
3532.8601	[0, 0, 0, 1, 0]	0	0	0	I
3532.9766	[1, 0, 1, 0, 1]	0	0	0	I
3533.0892	[0, 0, 0, 1, 0]	0	0	0	I
3533.1714	[0, 0, 0, 0, 0]	0	0	0	I
3533.2760	[0, 1, 1, 0, 0]	0	0	0	I
3533.3664	[0, 0, 0, 1, 0]	0	0	0	I
3533.4780	[0, 0, 0, 0, 0]	0	0	0	I
3533.5692	[0, 0, 0, 1, 1]	0	0	0	I
3533.6671	[1, 0, 0, 0, 0]	0	0	0	I
3533.7784	[0, 1, 0, 1, 0]	0	0	0	I
3533.8595	[1, 0, 0, 1, 0]	0	0	0	I
3533.9755	[0, 1, 0, 1, 0]	0	0	0	I
3534.0717	[1, 0, 1, 0, 0]	0	0	0	I
3534.1689	[0, 0, 0, 0, 1]	0	0	0	I
3534.2590	[1, 0, 0, 1, 1]	0	0	0	I
3534.3558	[0, 0, 0, 1, 0]	0	0	0	I
3534.4824	[0, 0, 0, 1, 0]	0	0	0	I
3534.5612	[0, 1, 0, 0, 0]	0	0	0	I
3534.6987	[1, 0, 0, 1, 1]	0	0	0	I
3534.7639	[0, 1, 0, 1, 1]	0	0	0	I
3534.8792	[0, 0, 0, 0, 0]	0	0	0	I
3534.9741	[0, 0, 0, 0, 1]	0	0	0	I
3535.0604	[1, 0, 1, 0, 0]	0	0	0	I
3535.1714	[0, 0, 0, 0, 1]	0	0	0	I
3535.2830	[0, 0, 1, 0, 0]	0	0	0	I
3535.3617	[0, 0, 0, 1, 1]	0	0	0	I
3535.4911	[1, 0, 0, 1, 1]	0	0	0	I
3535.5825	[0, 0, 0, 0, 1]	0	0	0	I
3535.6784	[0, 1, 1, 0, 0]	0	0	0	I
3535.7664	[1, 0, 1, 0, 0]	0	0	0	I
3535.8609	[1, 0, 0, 0, 1]	0	0	0	I
3535.9814	[0, 0, 0, 0, 0]	0	0	0	I
3536.0767	[0, 1, 1, 0, 0]	0	0	0	I
3536.1866	[1, 0, 0, 0, 0]	0	0	0	I
3536.2856	[0, 1, 0, 0, 1]	0	0	0	I
3536.3551	[0, 1, 0, 0, 1]	0	0	0	I
3536.4639	[1, 0, 1, 0, 0]	0	0	0	I
3536.5689	[1, 0, 0, 0, 0]	0	0	0	I
3536.6607	[0, 0, 0, 0, 0]	0	0	0	I
3536.7784	[0, 1, 0, 0, 1]	0	0	0	I
3536.8632	[0, 0, 0, 1, 1]	0	0	0	I
3536.9581	[0, 1, 0, 1, 0]	0	0	0	I
3537.0866	[0, 0, 1, 0, 1]	0	0	0	I
3537.1594	[1, 0, 0, 0, 1]	0	0	0	I
3537.3085	[0, 0, 1, 0, 1]	0	0	0	I
3537.3649	[0, 0, 0, 0, 1]	0	0	0	T
3537.4639	[0, 1, 0, 0, 0]	0	0	0	T
3537.5675	[0, 0, 0, 1, 1]	0	0	0	T
3537.6642	[0, 1, 0, 0, 1]	0	0	0	T
3537.7829	[0, 0, 1, 0, 0]	0	0	0	T
3537.8760	[0, 0, 1, 0, 0]	0	0	0	T
3537.9750	[1, 0, 0, 1, 1]	0	0	0	T
3538.0615	[0, 0, 0, 1, 1]	0	0	0	T
3538.1679	[0, 1, 1, 0, 0]	0	0	0	T
3538.2762	[0, 0, 0, 1, 1]	0	0	0	T
3538.3663	[0, 1, 0, 1, 1]	0	0	0	T
3538.4720	[0, 1, 0, 0, 1]	0	0	0	T
3538.5845	[1, 0, 1, 0, 1]	0	0	0	T
3538.6639	[0, 1, 0, 0, 1]	0	0	0	T
3538.7783	[0, 1, 1, 0, 0]	0	0	0	T
3538.8663	[0, 0, 0, 1, 0]	0	0	0	T
3538.9781	[0, 0, 1, 0, 1]	0	0	0	T
3539.0649	[0, 1, 0, 1, 1]	0	0	0	T
3539.1801	[0, 1, 0, 0, 0]	0	0	0	T
3539.2626	[0, 1, 0, 0, 1]	0	0	0	T
3539.3851	[1, 0, 0, 1, 1]	0	0	0	T
3539.4818	[0, 0, 0, 1, 1]	0	0	0	T
3539.5728	[1, 0, 0, 1, 0]	0	0	0	T
3539.6865	[0, 1, 0, 0, 1]	0	0	0	T
3539.7586	[0, 1, 0, 1, 0]	0	0	0	T
3539.8884	[1, 0, 1, 0, 1]	0	0	0	T
3539.9742	[1, 0, 0, 1, 0]	0	0	0	T
3540.0713	[0, 1, 1, 0, 1]	0	0	0	T
3540.1819	[0, 0, 1, 0, 0]	0	0	0	T
3540.2625	[1, 0, 0, 0, 0]	0	0	0	T
3540.3751	[1, 0, 0, 1, 1]	0	0	0	T
3540.4773	[0, 0, 1, 0, 0]	0	0	0	T
3540.5781	[0, 1, 1, 0, 0]	0	0	0	T
3540.6734	[0, 1, 0, 0, 0]	0	0	0	T
3540.7673	[1, 0, 0, 0, 0]	0	0	0	T
3540.8579	[1, 0, 0, 1, 0]	0	0	0	T
3540.9754	[0, 1, 1, 0, 0]	0	0	0	T
3541.0643	[1, 0, 0, 0, 0]	0	0	0	T
3541.1581	[0, 1, 0, 0, 0]	0	0	0	T
3541.2600	[0, 0, 0, 0, 0]	0	0	0	T
3541.3625	[1, 0, 0, 0, 0]	0	0	0	T
3541.4803	[0, 1, 0, 1, 0]	0	0	0	T
3541.5734	[0, 0, 1, 0, 1]	0	0	0	T
3541.6778	[0, 1, 0, 0, 1]	0	0	0	T
3541.7840	[0, 0, 1, 0, 0]	0	0	0	T
3541.8688	[0, 0, 0, 1, 0]	0	0	0	T
3541.9723	[1, 0, 0, 0, 1]	0	0	0	T
3542.0821	[1, 0, 1, 0, 1]	0	0	0	T
3542.1780	[0, 1, 0, 1, 1]	0	0	0	T
3542.2651	[0, 0, 0, 0, 1]	0	0	0	I
3542.3784	[0, 1, 0, 1, 1]	0	0	0	I
3542.4729	[1, 0, 1, 0, 0]	0	0	0	I
3542.5617	[0, 0, 0, 0, 0]	0	0	0	I
3542.6745	[0, 1, 0, 1, 1]	0	0	0	I
3542.7621	[0, 1, 0, 0, 1]	0	0	0	I
3542.8750	[0, 0, 1, 0, 1]	0	0	0	I
3542.9730	[0, 0, 1, 0, 0]	0	0	0	I
3543.0690	[0, 0, 0, 1, 0]	0	0	0	I
3543.1734	[0, 1, 0, 0, 1]	0	0	0	I
3543.2770	[0, 1, 0, 1, 0]	0	0	0	I
3543.3782	[0, 1, 0, 1, 0]	0	0	0	I
3543.4646	[0, 1, 1, 0, 1]	0	0	0	I
3543.5598	[0, 1, 1, 0, 1]	0	0	0	I
3543.6858	[0, 1, 0, 1, 1]	0	0	0	I
3543.7917	[0, 0, 0, 0, 1]	0	0	0	I
3543.8939	[0, 1, 0, 1, 0]	0	0	0	I
3543.9616	[1, 0, 0, 1, 1]	0	0	0	I
3544.0634	[1, 0, 0, 1, 1]	0	0	0	I
3544.1665	[0, 0, 1, 0, 0]	0	0	0	I
3544.2557	[1, 0, 0, 1, 0]	0	0	0	I
3544.3762	[1, 0, 0, 1, 1]	0	0	0	I
3544.4931	[0, 0, 0, 1, 1]	0	0	0	I
3544.5597	[0, 1, 1, 0, 0]	0	0	0	I
3544.6898	[0, 0, 1, 0, 1]	0	0	0	I
3544.7675	[0, 0, 0, 1, 0]	0	0	0	I
3544.8632	[1, 0, 1, 0, 0]	0	0	0	I
3544.9985	[0, 0, 0, 0, 0]	0	0	0	I
3545.0575	[1, 0, 0, 1, 0]	0	0	0	I
3545.1779	[0, 0, 0, 1, 1]	0	0	0	I
3545.2649	[1, 0, 0, 1, 1]	0	0	0	I
3545.3575	[0, 1, 1, 0, 0]	0	0	0	I
3545.4780	[0, 1, 0, 1, 1]	0	0	0	I
3545.5697	[1, 0, 1, 0, 1]	0	0	0	I
3545.6832	[1, 0, 0, 1, 1]	0	0	0	I
3545.7673	[0, 1, 1, 0, 0]	0	0	0	I
3545.8637	[0, 0, 1, 0, 1]	0	0	0	I
3545.9772	[0, 1, 0, 1, 0]	0	0	0	I
3546.0884	[1, 0, 0, 0, 0]	0	0	0	I
3546.1850	[1, 0, 1, 0, 0]	0	0	0	I
3546.2715	[1, 0, 0, 0, 1]	0	0	0	I
3546.3892	[1, 0, 1, 0, 0]	0	0	0	I
3546.4646	[0, 1, 0, 1, 0]	0	0	0	I
3546.5609	[0, 0, 0, 1, 1]	0	0	0	S
3546.6933	[1, 0, 1, 0, 1]	0	0	0	S
3546.7717	[0, 1, 1, 0, 0]	0	0	0	S
3546.8889	[0, 1, 1, 0, 0]	0	0	0	S
3546.9663	[0, 0, 0, 1, 0]	0	0	0	S
3547.0854	[0, 0, 0, 0, 0]	0	0	0	S
3547.1711	[1, 0, 1, 0, 1]	0	0	0	S
3547.2736	[1, 0, 0, 0, 1]	0	0	0	S
3547.3845	[0, 0, 1, 0, 0]	0	0	0	S
3547.4783	[0, 1, 0, 0, 0]	0	0	0	S
3547.5666	[0, 1, 0, 1, 0]	0	0	0	S
3547.6814	[0, 0, 1, 0, 0]	0	0	0	S
3547.7656	[0, 0, 0, 1, 1]	0	0	0	S
3547.8748	[0, 1, 0, 1, 1]	0	0	0	S
3547.9680	[0, 0, 1, 0, 0]	0	0	0	S
3548.0805	[1, 0, 0, 1, 1]	0	0	0	S
3548.1815	[0, 0, 0, 1, 0]	0	0	0	S
3548.2781	[1, 0, 0, 1, 1]	0	0	0	S
3548.3624	[0, 1, 0, 0, 1]	0	0	0	S
3548.4739	[1, 0, 0, 0, 1]	0	0	0	S
3548.5749	[0, 1, 0, 1, 1]	0	0	0	S
3548.6635	[1, 0, 1, 0, 0]	0	0	0	S
3548.7919	[1, 0, 1, 0, 1]	0	0	0	S
3548.9013	[1, 0, 1, 0, 1]	0	0	0	S
3548.9704	[1, 0, 0, 0, 0]	0	0	0	S
3549.0779	[1, 0, 1, 0, 1]	0	0	0	S
3549.1665	[0, 1, 0, 1, 1]	0	0	0	S
3549.2640	[0, 1, 0, 1, 0]	0	0	0	S
3549.3736	[1, 0, 1, 0, 0]	0	0	0	S
3549.4575	[0, 0, 1, 0, 0]	0	0	0	S
3549.5601	[1, 0, 0, 1, 1]	0	0	0	S
3549.6675	[0, 0, 0, 0, 1]	0	0	0	S
3549.7661	[0, 1, 1, 0, 0]	0	0	0	S
3549.8699	[0, 1, 1, 0, 1]	0	0	0	S
3549.9557	[0, 1, 0, 1, 1]	0	0	0	S
3550.0951	[0, 1, 1, 0, 1]	0	0	0	S
3550.1802	[0, 0, 0, 1, 0]	0	0	0	S
3550.2626	[1, 0, 1, 0, 0]	0	0	0	S
3550.3621	[0, 1, 0, 1, 0]	0	0	0	S
3550.4638	[0, 0, 0, 1, 1]	0	0	0	S
3550.5901	[1, 0, 0, 1, 1]	0	0	0	T
3550.6802	[1, 0, 0, 1, 1]	0	0	0	T
3550.7626	[0, 1, 0, 0, 1]	0	0	0	T
3550.8848	[1, 0, 0, 1, 1]	0	0	0	T
3550.9649	[0, 0, 1, 0, 0]	0	0	0	T
3551.0854	[0, 0, 0, 0, 1]	0	0	0	T
3551.1582	[0, 1, 0, 0, 1]	0	0	0	T
3551.2784	[0, 1, 1, 0, 0]	0	0	0	T
3551.3781	[1, 0, 0, 1, 1]	0	0	0	T
3551.4591	[1, 0, 0, 1, 1]	0	0	0	T
3551.6020	[0, 0, 0, 1, 0]	0	0	0	T
3551.6614	[1, 0, 1, 0, 1]	0	0	0	T
3551.7767	[1, 0, 0, 1, 0]	0	0	0	T
3551.8565	[1, 0, 0, 1, 0]	0	0	0	T
3551.9713	[0, 0, 1, 0, 0]	0	0	0	T
3552.0815	[1, 0, 0, 1, 0]	0	0	0	T
3552.1594	[0, 0, 1, 0, 0]	0	0	0	T
3552.3035	[1, 0, 1, 0, 1]	0	0	0	T
3552.3604	[0, 0, 0, 1, 1]	0	0	0	T
3552.4673	[0, 1, 0, 0, 1]	0	0	0	T
3552.5742	[1, 0, 0, 1, 0]	0	0	0	T
3552.6741	[0, 0, 0, 1, 0]	0	0	0	T
3552.7862	[0, 0, 1, 0, 1]	0	0	0	T
3552.8644	[0, 1, 0, 1, 1]	0	0	0	T
3552.9800	[0, 1, 0, 1, 0]	0	0	0	T
3553.0835	[0, 1, 1, 0, 1]	0	0	0	T
3553.1751	[0, 0, 0, 1, 0]	0	0	0	T
3553.2573	[0, 0, 1, 0, 0]	0	0	0	T
3553.3632	[1, 0, 0, 1, 0]	0	0	0	T
3553.4599	[0, 1, 1, 0, 0]	0	0	0	T
3553.5844	[0, 1, 1, 0, 1]	0	0	0	T
3553.6684	[0, 0, 1, 0, 1]	0	0	0	T
3553.7849	[1, 0, 1, 0, 1]	0	0	0	T
3553.8614	[0, 1, 0, 0, 1]	0	0	0	T
3553.9657	[0, 1, 0, 1, 1]	0	0	0	T
3554.0879	[0, 1, 1, 0, 0]	0	0	0	T
3554.1594	[0, 0, 0, 1, 1]	0	0	0	T
3554.2816	[1, 0, 0, 0, 0]	0	0	0	T
3554.3794	[0, 0, 0, 1, 1]	0	0	0	O
3554.4732	[1, 0, 0, 0, 1]	0	0	0	O
3554.5811	[0, 0, 1, 0, 0]	0	0	0	O
3554.6779	[0, 1, 1, 0, 1]	0	0	0	O
3554.7782	[0, 0, 0, 1, 0]	0	0	0	O
3554.8678	[0, 1, 0, 0, 0]	0	0	0	O
3554.9621	[0, 0, 0, 0, 1]	0	0	0	O
3555.0790	[0, 0, 1, 0, 1]	0	0	0	O
3555.1597	[0, 0, 1, 0, 1]	0	0	0	O
3555.2859	[0, 1, 1, 0, 0]	0	0	0	O
3555.3579	[0, 0, 0, 1, 0]	0	0	0	O
3555.4672	[1, 0, 0, 1, 1]	0	0	0	O
3555.5746	[0, 0, 1, 0, 1]	0	0	0	O
3555.6672	[1, 0, 1, 0, 1]	0	0	0	O
